"proteinName"	"ac"	"geneName"	"proteinDescription"	"idScore"	"idQValue"	"nbPeptides"	"allAccessions"	"R424_B_IL38_1_AL_250425_0944_Expl"	"R424_B_IL38_2_AL_250425_0944_Expl"	"R424_B_IL38_3_AL_250425_0944_Expl"	"R424_B_CD3_1_AL_250425_0944_Expl"	"R424_B_CD3_2_AL_250425_0944_Expl"	"R424_B_CD3_3_AL_250425_0944_Expl_"	"R424_B_G_1_AL_250425_0944_Expl_"	"R424_B_G_2_AL_250425_0944_Expl_"	"R424_B_G_3_AL_250425_0944_Expl"	"medianInt_IL38"	"medianInt_antiCD3"	"medianInt_Glycine"	"cv_IL38"	"cv_antiCD3"	"cv_Glycine"	"log2ratio_antiCD3"	"log2ratio_Glycine"	"fracNAFeatures.IL38"	"fracNAFeatures.antiCD3"	"fracNAFeatures.Glycine"	"pValue_antiCD3"	"pValue_Glycine"	"qValue_antiCD3"	"qValue_Glycine"	"FTestPValue"	"FTestQValue"
"sp|P31997|CEAM8_HUMAN"	"P31997"	"CEACAM8"	"Carcinoembryonic antigen-related cell adhesion molecule 8 OS=Homo sapiens OX=9606 GN=CEACAM8 PE=1 SV=2"	1.9976	0	2	"sp|P31997|CEAM8_HUMAN"	20815.3418739779	27005.9986078474	34242.1403879248	31356.2673419601	42656.8049348111	46670.8400912402	82609.0152643349	79669.7379729581	74453.2543281491	27005.9986078474	42656.8049348111	79669.7379729581	0.245670048378864	0.197398368019986	0.0523443334416217	0.659496013295627	1.5607519338376	0	0	0	0.0524772934223901	0.000130460047933903	0.132783454568775	0.000316899316435809	0.000162788677707641	0.000345215354630807
"sp|P32248|CCR7_HUMAN"	"P32248"	"CCR7"	"C-C chemokine receptor type 7 OS=Homo sapiens OX=9606 GN=CCR7 PE=1 SV=2"	15.7255	0	11	"sp|P32248|CCR7_HUMAN"	2022671.31572522	2437989.30447034	2517858.00177063	2909433.39832542	2730196.59371922	2404244.38260947	6198154.76873254	5919846.87777725	5614421.06577515	2437989.30447034	2730196.59371922	5919846.87777725	0.114289203314467	0.0955213632475534	0.049396264651685	0.163313042439658	1.27986806289057	0	0	0	0.198697960141259	1.90352950270663e-05	0.321380720034772	9.84709700305893e-05	5.35033629115055e-06	2.72826308586914e-05
"sp|P32249|GP183_HUMAN"	"P32249"	"GPR183"	"G-protein coupled receptor 183 OS=Homo sapiens OX=9606 GN=GPR183 PE=1 SV=3"	10.9777	0	8	"sp|P32249|GP183_HUMAN"	945179.950069378	1014226.0331839	1009842.52243241	1217843.45727268	972425.767488445	1003194.586889	2715669.99893674	2965416.52818561	2543992.47691695	1009842.52243241	1003194.586889	2715669.99893674	0.0390609360034123	0.125598281923984	0.07729304188726	-0.00952886408609288	1.42717784497339	0	0	0	0.486759074165136	4.1360752807552e-06	0.606632577504312	6.56747162000348e-05	1.47631756208499e-06	1.47191064398921e-05
"sp|P32302|CXCR5_HUMAN"	"P32302"	"CXCR5"	"C-X-C chemokine receptor type 5 OS=Homo sapiens OX=9606 GN=CXCR5 PE=1 SV=1"	2.9295	0	3	"sp|P32302|CXCR5_HUMAN"	62248.1455334668	109500.750515491	85872.4958996721	74403.1750027949	111590.461670848	88820.1237660519	219159.279997876	232402.925509446	181304.432243298	85872.4958996721	88820.1237660519	219159.279997876	0.275128191092987	0.204677086545943	0.125707392426655	0.0486904570476874	1.35171173940143	0	0	0	0.674089565476257	0.000842706666237751	0.757885796875836	0.00141439209308246	0.000568848807901503	0.000964444171772091
"sp|P32455|GBP1_HUMAN"	"P32455"	"GBP1"	"Guanylate-binding protein 1 OS=Homo sapiens OX=9606 GN=GBP1 PE=1 SV=2"	8.9125	0	9	"sp|P32455|GBP1_HUMAN"	497621.6389374	552765.842155672	717364.566877096	446725.754458822	367202.447065079	434342.236415385	178141.382290432	195018.168193816	170376.511804825	552765.842155672	434342.236415385	178141.382290432	0.194016782948777	0.102834335468541	0.0695362197915982	-0.347836217455995	-1.63364577416481	0	0	0	0.0299310863888379	2.73139346509986e-05	0.0917154390263473	0.000116613371430602	8.09045850827488e-06	3.69689474306802e-05
"sp|P32942|ICAM3_HUMAN"	"P32942"	"ICAM3"	"Intercellular adhesion molecule 3 OS=Homo sapiens OX=9606 GN=ICAM3 PE=1 SV=2"	35.9552	0	15	"sp|P32942|ICAM3_HUMAN"	37443708.1451186	49090704.1241752	43672155.0126841	54241781.8763208	49607567.861795	47466500.8922305	88145397.5312957	90373741.6662197	80793632.8668532	43672155.0126841	49607567.861795	88145397.5312957	0.134283301835306	0.0686626375310213	0.0579977992630704	0.183846504142831	1.01317151889975	0.0185185185185185	0	0	0.168675571155904	0.000180300693442208	0.287701118015733	0.000408274112608119	6.9919223457751e-05	0.000178950349692635
"sp|P33121|ACSL1_HUMAN"	"P33121"	"ACSL1"	"Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1"	1.9713	0	2	"sp|P33121|ACSL1_HUMAN"	62763.6280049779	107659.829422187	78518.0106876017	72421.6772734269	90736.9240528569	69979.2587511112	32137.6839642248	20621.6721700754	29947.2069692307	78518.0106876017	72421.6772734269	29947.2069692307	0.274502289024077	0.145990383737195	0.221819626212739	-0.11660203174479	-1.39060216539366	0	0	0	0.771139777818363	0.000658129197943912	0.828169407689174	0.00116612812792184	0.000185574518394642	0.000382975433275561
"sp|P33241|LSP1_HUMAN"	"P33241"	"LSP1"	"Lymphocyte-specific protein 1 OS=Homo sapiens OX=9606 GN=LSP1 PE=1 SV=1"	10.9414	0	11	"sp|P33241|LSP1_HUMAN"	2170710.77154738	2104210.24116726	2445840.11929792	2480442.2970887	2244306.47790835	1985262.8441284	1443004.49952111	1368963.10899849	1272747.87062485	2170710.77154738	2244306.47790835	1368963.10899849	0.0808485455277752	0.11073513917156	0.06269858825951	0.0481021887768769	-0.665083942930558	0	0	0	0.970954628951198	0.000409291060027952	0.985355500840787	0.000792720611391641	0.000297910477138501	0.000565352837296928
"sp|P33527|MRP1_HUMAN"	"P33527"	"ABCC1"	"Multidrug resistance-associated protein 1 OS=Homo sapiens OX=9606 GN=ABCC1 PE=1 SV=3"	28.8377	0	29	"sp|P33527|MRP1_HUMAN"	662124.519120779	757974.27007944	814131.783749858	948898.789804393	770814.0516789	854952.398478529	1992818.58497933	1938430.9264937	1807374.28739707	757974.27007944	854952.398478529	1938430.9264937	0.103206650999239	0.103804608775669	0.0498344338561795	0.173695220711267	1.35466854627694	0.0229885057471264	0.0344827586206897	0	0.196644022391903	1.3364113793009e-05	0.319606342962995	8.44404425568223e-05	4.2489067389748e-06	2.48888759117918e-05
"sp|P34741|SDC2_HUMAN"	"P34741"	"SDC2"	"Syndecan-2 OS=Homo sapiens OX=9606 GN=SDC2 PE=1 SV=2"	1.9905	0	2	"sp|P34741|SDC2_HUMAN"	17291.6924619779	20672.0554298718	14915.4435824484	29966.9002980289	29363.5264660393	57398.0581353349	25228.6067123604	40867.4690694744	36217.6409218078	17291.6924619779	29966.9002980289	36217.6409218078	0.16412114984379	0.41158096010984	0.235473110548345	0.793290779962364	1.06661349492441	0	0	0	0.00910327991908441	0.00431335049304057	0.0434356498996313	0.00599026638118732	0.0107563363663725	0.0131117384903957
"sp|P34810|CD68_HUMAN"	"P34810"	"CD68"	"Macrosialin OS=Homo sapiens OX=9606 GN=CD68 PE=1 SV=2"	2.9848	0	3	"sp|P34810|CD68_HUMAN"	307380.581087467	292595.946062074	218208.294575927	94654.170166879	273068.255369085	253244.445214007	284093.670994179	224808.658230738	269225.068143527	292595.946062074	253244.445214007	269225.068143527	0.175232554879991	0.472433005140536	0.118921380136085	-0.208379156367538	-0.120097032231744	0	0	0	0.254487217463942	0.718360661154602	0.388008011609177	0.732618200994312	0.348369792462165	0.356918744424427
"sp|P34910|EVI2B_HUMAN"	"P34910"	"EVI2B"	"Protein EVI2B OS=Homo sapiens OX=9606 GN=EVI2B PE=1 SV=2"	5.9924	0	5	"sp|P34910|EVI2B_HUMAN"	1462589.02725493	1710728.46117984	1552891.40968025	2670289.64729318	2340108.38995341	2196150.88365512	3543976.67992848	3763429.96997608	3218462.70059792	1552891.40968025	2340108.38995341	3543976.67992848	0.0797206109277256	0.101194671219586	0.0781498451784937	0.591618405881341	1.19041216197873	0	0	0	0.00330527403272838	3.25210223373647e-05	0.0242628907017863	0.0001229956997975	2.35358969237012e-05	7.89579694551658e-05
"sp|P35232|PHB1_HUMAN"	"P35232"	"PHB1"	"Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1"	4.9725	0	5	"sp|P35232|PHB1_HUMAN"	178932.475475445	206170.885795324	205706.027950205	97832.1431154211	91295.8567151953	128767.075413487	87678.3346263737	86521.8871165293	111713.755473224	205706.027950205	97832.1431154211	87678.3346263737	0.0791810856209911	0.188890304916528	0.149231458158392	-1.07220361979214	-1.23029176986716	0	0	0	0.00133217434176667	0.000198022512956732	0.0150829230559345	0.000438010061771844	0.000299604173511791	0.000566956339676704
"sp|P35579|MYH9_HUMAN"	"P35579"	"MYH9"	"Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4"	120.1226	0	100	"sp|P35579|MYH9_HUMAN"	11816882.8869862	15411377.4121303	15670513.0817322	13145652.8433239	44843072.0611006	12636435.5588056	6628783.25861649	6129423.09953067	6639200.70110652	15411377.4121303	13145652.8433239	6628783.25861649	0.150632898069702	0.783683975031669	0.0450616219958165	-0.229410019096839	-1.21717982344695	0.00275482093663912	0.00275482093663912	0.00550964187327824	0.387452499688274	0.000128505019578295	0.517636539583535	0.000313289609774822	0.0152248049247391	0.0179052283269819
"sp|P35606|COPB2_HUMAN"	"P35606"	"COPB2"	"Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2"	4.9804	0	5	"sp|P35606|COPB2_HUMAN"	268259.096892445	361403.094626053	422368.501642224	275164.426918372	235299.105569905	264701.404583965	121116.046469503	133161.638859867	157282.960183175	361403.094626053	264701.404583965	133161.638859867	0.221322249086263	0.0799915167407023	0.134243068814497	-0.449243009558671	-1.44043032840227	0	0	0	0.0688353632927582	0.000382028667952319	0.156401437685587	0.00074837287446378	0.000164049402755532	0.000346787977976885
"sp|P35613|BASI_HUMAN"	"P35613"	"BSG"	"Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2"	14.9965	0	8	"sp|P35613|BASI_HUMAN"	3508131.39068733	3663983.61955268	3682566.16292393	3841134.00067788	4531265.47655131	4551707.80820822	10946683.6112089	10779873.8997607	10355385.9574924	3663983.61955268	4531265.47655131	10779873.8997607	0.026476305284714	0.0938891814581952	0.0285078978370913	0.306500963911265	1.55685534315319	0.0666666666666667	0.0222222222222222	0	0.0871043351073272	1.08742349246658e-06	0.190149332848675	6.56747162000348e-05	3.1976895744719e-07	1.16208714113106e-05
"sp|P37173|TGFR2_HUMAN"	"P37173"	"TGFBR2"	"TGF-beta receptor type-2 OS=Homo sapiens OX=9606 GN=TGFBR2 PE=1 SV=2"	11.9546	0	12	"sp|P37173|TGFR2_HUMAN"	461252.611433867	472944.854819114	450862.17268183	521538.636701868	727646.328104674	460526.922388049	1137152.25544231	1066909.05935577	1016141.70740648	461252.611433867	521538.636701868	1066909.05935577	0.0239290803924653	0.245609032785466	0.0566106433344424	0.177217055472553	1.20980822541694	0	0	0	0.188547631642248	7.50657706598384e-06	0.307945765127193	6.77620740550974e-05	0.000130538508479636	0.000287787866879198
"sp|P38117|ETFB_HUMAN"	"P38117"	"ETFB"	"Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3"	1.8925	0	2	"sp|P38117|ETFB_HUMAN"	61539.5935749779	69213.1650774218	80969.2900134168	121537.926800271	105297.125141329	140711.860460904	25792.2177986118	29381.4226284962	26480.0748561255	69213.1650774218	121537.926800271	26480.0748561255	0.138663957540923	0.144696632559445	0.0699894178933729	0.812288202684172	-1.38613927936433	0	0	0	0.00270212237804089	3.30228842649419e-05	0.0214312127347342	0.000123007505752939	8.52843014865578e-07	1.16524167375995e-05
"sp|P39656|OST48_HUMAN"	"P39656"	"DDOST"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4"	3.9754	0	4	"sp|P39656|OST48_HUMAN"	117558.870424956	104077.788035324	144915.141100645	81059.7031944288	53184.7396567751	90168.1156933643	52206.5477752652	68212.4543694777	51775.010091918	117558.870424956	81059.7031944288	52206.5477752652	0.170299225479898	0.25759142032866	0.163212536608488	-0.536326603920781	-1.1710807350046	0	0	0	0.0205421970303047	0.00062296079822116	0.0708389895020554	0.0011135644104961	0.00312225266508602	0.00430922475263938
"sp|P40121|CAPG_HUMAN"	"P40121"	"CAPG"	"Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2"	6.9788	0	7	"sp|P40121|CAPG_HUMAN"	884755.413987423	994704.954936527	1367611.24006099	1090280.74742115	954244.027094665	882721.099213828	408008.669075694	434151.485238129	387915.07497335	994704.954936527	954244.027094665	408008.669075694	0.233823244679325	0.108058159864907	0.0565430397450151	-0.0599104119720621	-1.28566885729911	0	0	0	0.52666092969348	0.000174292539714727	0.638492742350716	0.000396011620848426	4.54267980241222e-05	0.00013193522208745
"sp|P40189|IL6RB_HUMAN"	"P40189"	"IL6ST"	"Interleukin-6 receptor subunit beta OS=Homo sapiens OX=9606 GN=IL6ST PE=1 SV=2"	9.9526	0	10	"sp|P40189|IL6RB_HUMAN"	148151.373603889	227044.570640016	190715.386523985	152096.284010958	219678.672973325	208290.420350072	478528.145027649	472226.460146709	411677.552273349	190715.386523985	208290.420350072	472226.460146709	0.209331228607168	0.187127538063286	0.0812777219532409	0.127175246766353	1.30805763999445	0	0	0	0.863531342368037	0.00024778272569362	0.903010084566182	0.000520499562148861	0.00017236342606301	0.000360936578715018
"sp|P40197|GPV_HUMAN"	"P40197"	"GP5"	"Platelet glycoprotein V OS=Homo sapiens OX=9606 GN=GP5 PE=1 SV=1"	17.9435	0	15	"sp|P40197|GPV_HUMAN"	1087670.4929378	1236260.36970923	1190735.09777394	1959927.85886923	1701699.41081743	1866722.05875427	2847345.87341488	2946071.89491886	2835210.58908565	1190735.09777394	1866722.05875427	2847345.87341488	0.0649812021671748	0.0709622679507182	0.0211410688996483	0.648654643553591	1.25776525781662	0	0	0	0.00140955630060935	5.93659414755786e-06	0.0152869579120255	6.62709581847032e-05	2.24433219332006e-06	1.80014746408127e-05
"sp|P40200|TACT_HUMAN"	"P40200"	"CD96"	"T-cell surface protein tactile OS=Homo sapiens OX=9606 GN=CD96 PE=1 SV=2"	10.9405	0	10	"sp|P40200|TACT_HUMAN"	605172.510177378	658584.057546488	731306.470362127	639013.506627144	688333.698449039	642916.185582403	1451261.54265867	1345879.61924163	1373153.52037136	658584.057546488	642916.185582403	1373153.52037136	0.095204318174074	0.041747636130449	0.0393470396280968	-0.0347369173816396	1.06005343579665	0.0303030303030303	0	0	0.910087658988802	4.18083494871069e-05	0.935290086468492	0.000139540067818374	4.37079093900437e-06	2.49591851159984e-05
"sp|P40259|CD79B_HUMAN"	"P40259"	"CD79B"	"B-cell antigen receptor complex-associated protein beta chain OS=Homo sapiens OX=9606 GN=CD79B PE=1 SV=1"	4.979	0	4	"sp|P40259|CD79B_HUMAN"	176141.076874445	252057.438447558	284601.036143451	401976.871020296	329197.756690833	316459.610530873	1006485.77007774	1009581.80365482	877550.786406699	252057.438447558	329197.756690833	1006485.77007774	0.234245095186142	0.132120390999139	0.0781204939732818	0.385201974349688	1.99750233990653	0	0	0	0.0326784782582831	2.97313576114266e-05	0.0965894844094386	0.000119769175867243	8.13538214417663e-06	3.69689474306802e-05
"sp|P41240|CSK_HUMAN"	"P41240"	"CSK"	"Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1"	14.9306	0	15	"sp|P41240|CSK_HUMAN"	1377913.36262733	1540942.59725067	1435154.58902258	1634717.02080096	1350800.86130958	1377991.22816134	1037101.91066332	916817.615132048	1015147.95759349	1435154.58902258	1377991.22816134	1015147.95759349	0.0569892037262249	0.107707512938718	0.0647235061650649	-0.0586394421709855	-0.499516131297401	0	0	0	0.99589559292362	0.00124556054576651	0.997388689764585	0.00198103439183817	0.00122036670388942	0.00185440570583695
"sp|P42081|CD86_HUMAN"	"P42081"	"CD86"	"T-lymphocyte activation antigen CD86 OS=Homo sapiens OX=9606 GN=CD86 PE=1 SV=2"	14.7958	0	9	"sp|P42081|CD86_HUMAN"	611009.555327034	651599.897299645	672951.437374368	1183986.52014161	1000070.28686957	1133557.02856059	1854055.19059627	1953945.79992375	1660666.09222967	651599.897299645	1133557.02856059	1854055.19059627	0.0487687417123906	0.0859344790786368	0.0817949583970826	0.79879869242021	1.50862590844463	0	0	0	0.000580032062366546	4.67351357136501e-06	0.0104719302070501	6.56747162000348e-05	1.7520680971537e-06	1.62048739878225e-05
"sp|P42167|LAP2B_HUMAN"	"P42167"	"TMPO"	"Lamina-associated polypeptide 2, isoforms betagamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2"	4.9779	0	5	"sp|P42167|LAP2B_HUMAN"	509429.576922445	693057.007335207	682759.054483813	372190.2903025	381055.64607823	490371.133904357	274089.576399812	279071.131584716	318401.133006802	682759.054483813	381055.64607823	279071.131584716	0.164179899335205	0.158783506246604	0.0835512830370017	-0.841374849738401	-1.29074364853521	0	0	0	0.0161560681216161	0.000274595079503723	0.0613196221888611	0.000556614906918567	0.000378794006353253	0.000691350809409763
"sp|P42785|PCP_HUMAN"	"P42785"	"PRCP"	"Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1"	1.9834	0	2	"sp|P42785|PCP_HUMAN"	69812.3906749779	37417.8997208852	26112.0676969241	23158.3950449769	60794.3311908852	55857.7782931608	7892.97121815986	14718.5793465207	11311.056891097	37417.8997208852	55857.7782931608	11311.056891097	0.510319086031392	0.438884112625619	0.301816901685996	0.578029610600689	-1.72599484264291	0	0	0	0.89385341978354	0.00276198830911384	0.921441488295377	0.00399433084978675	0.0039192422299298	0.00521524663265559
"sp|P42892|ECE1_HUMAN"	"P42892"	"ECE1"	"Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2"	27.8367	0	19	"sp|P42892|ECE1_HUMAN"	1096911.62407369	1358049.4457712	1364668.77366778	1261573.1635525	1216030.03483256	1312451.48241753	3031316.55223055	3313463.15898192	3080070.53656404	1358049.4457712	1261573.1635525	3080070.53656404	0.119944629203494	0.0381804397062147	0.0480028619691133	-0.10631213194819	1.18142738219031	0.0357142857142857	0.0476190476190476	0	0.973609503841738	2.61442746652003e-05	0.985355500840787	0.000114897207081275	2.04640254490274e-06	1.70874612499379e-05
"sp|P43007|SATT_HUMAN"	"P43007"	"SLC1A4"	"Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1"	3.995	0	4	"sp|P43007|SATT_HUMAN"	72990.3539869558	48398.7325380215	51447.6200890283	72284.9493584904	78558.2993760833	83002.6367285981	154042.412638205	122453.235436779	208386.993248273	51447.6200890283	78558.2993760833	154042.412638205	0.232672901550613	0.069081286130335	0.268927657476246	0.610659357482612	1.58215137788581	0	0.0833333333333333	0	0.0455399912922735	0.000778974189540115	0.121198064475055	0.00132405790995623	0.000342143459794821	0.00063310756549291
"sp|P43034|LIS1_HUMAN"	"P43034"	"PAFAH1B1"	"Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2"	21.9447	0	20	"sp|P43034|LIS1_HUMAN"	3697767.54023476	3833063.65550596	3886963.12158327	7234349.52894758	5711376.9692452	5151518.87354342	4313888.35377589	3863305.14833332	3946569.14881936	3833063.65550596	5711376.9692452	3946569.14881936	0.0256106438005383	0.178682852908794	0.0593257400092005	0.5753406531433	0.042101070159589	0	0	0	0.00506991735511326	0.387136059696444	0.0302253845323898	0.407651888365262	0.00202416205929875	0.00289537527968216
"sp|P43116|PE2R2_HUMAN"	"P43116"	"PTGER2"	"Prostaglandin E2 receptor EP2 subtype OS=Homo sapiens OX=9606 GN=PTGER2 PE=1 SV=2"	1.9983	0	2	"sp|P43116|PE2R2_HUMAN"	31868.1945079779	52643.6130814396	53540.486328915	112218.415379333	116682.990284147	181316.178519187	114953.450113366	114200.586256368	104082.504035592	52643.6130814396	116682.990284147	114200.586256368	0.266459925794383	0.282795921100656	0.0546521042712515	1.14826385051333	1.11723964302877	0	0	0	0.00114117587208956	0.000757465931819282	0.0144396192200667	0.00129548454399029	0.000351319569262186	0.00064650543324281
"sp|P43243|MATR3_HUMAN"	"P43243"	"MATR3"	"Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2"	31.7075	0	28	"sp|P43243|MATR3_HUMAN"	5627011.77008965	6567898.26032089	5648649.9589312	4388273.72169878	4198966.31494931	4634486.40469505	2475553.15738406	2468957.13652104	2599148.50973844	5648649.9589312	4388273.72169878	2475553.15738406	0.0902987369314404	0.0495499826438279	0.0291646723254641	-0.364252583426584	-1.19015517258019	0	0	0.0208333333333333	0.0116528013932133	1.3523678348407e-05	0.0495800721698504	8.44404425568223e-05	3.36298447135754e-06	2.16007079506426e-05
"sp|P43403|ZAP70_HUMAN"	"P43403"	"ZAP70"	"Tyrosine-protein kinase ZAP-70 OS=Homo sapiens OX=9606 GN=ZAP70 PE=1 SV=1"	12.9819	0	13	"sp|P43403|ZAP70_HUMAN"	721772.410862356	951345.988967528	828654.782521685	865130.033609088	772699.707195221	766192.02433335	569321.887144066	503028.782383539	582121.001896203	828654.782521685	772699.707195221	569321.887144066	0.13775526017877	0.0690580558235396	0.07698089142599	-0.100863349044854	-0.541526636205742	0	0	0.0512820512820513	0.73800422925472	0.00396052398933841	0.801604593727078	0.00554639418213429	0.00247773274430329	0.00348447468040967
"sp|P43405|KSYK_HUMAN"	"P43405"	"SYK"	"Tyrosine-protein kinase SYK OS=Homo sapiens OX=9606 GN=SYK PE=1 SV=1"	1.9947	0	2	"sp|P43405|KSYK_HUMAN"	76967.6706449779	60107.2013997735	103743.341031407	156922.329873783	135750.773758876	167098.410499956	48322.7165691987	48425.6762917095	45503.7740019676	76967.6706449779	156922.329873783	48322.7165691987	0.274128148579563	0.104347392358904	0.0349668883331989	1.02772616956784	-0.671551024880738	0	0	0	0.00399192825881992	0.0103302977372523	0.0274908049164094	0.0134515377943168	4.84767548131534e-05	0.00013615722674445
"sp|P43490|NAMPT_HUMAN"	"P43490"	"NAMPT"	"Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1"	3.9172	0	3	"sp|P43490|NAMPT_HUMAN"	85406.8660329558	143846.871123003	124580.515235416	268277.12103033	209652.884016662	234774.013809668	96252.2601918617	115887.886451397	101504.227156162	124580.515235416	234774.013809668	101504.227156162	0.252488990868004	0.123803786918876	0.0972332272089972	0.914194286986103	-0.295538634317378	0	0	0	0.00287452325925601	0.507980296289534	0.0220710521515289	0.527730696611833	0.000491462395947052	0.000854939792949559
"sp|P43629|KI3L1_HUMAN"	"P43629"	"KIR3DL1"	"Killer cell immunoglobulin-like receptor 3DL1 OS=Homo sapiens OX=9606 GN=KIR3DL1 PE=1 SV=1"	2.9738	0	3	"sp|P43629|KI3L1_HUMAN"	70889.5420394668	96366.1890532982	87389.035389551	48855.1479722931	107160.479862947	92628.7269316788	205595.407710299	183613.026879353	163880.165982082	87389.035389551	92628.7269316788	183613.026879353	0.152236638523136	0.366188148953081	0.113188342458648	0.0840074080027442	1.07114423518067	0	0	0	0.758996930620288	0.000253997253603961	0.819079078601539	0.00053021926689827	0.00342287139493195	0.00468540592584947
"sp|P45880|VDAC2_HUMAN"	"P45880"	"VDAC2"	"Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2"	8.988	0	9	"sp|P45880|VDAC2_HUMAN"	1629724.6704624	1911271.57208337	1872828.30676463	1542904.91710354	1561580.22834731	1475750.29701931	1116337.33573696	1135186.58767414	1143531.54996763	1872828.30676463	1542904.91710354	1135186.58767414	0.0845992189136422	0.029565645450666	0.0123100740611693	-0.279569487990543	-0.722289196217957	0	0	0	0.0908704233812825	0.00044275449151672	0.195181488163012	0.000842621083570282	0.000264123040994295	0.000509925408624824
"sp|P46531|NOTC1_HUMAN"	"P46531"	"NOTCH1"	"Neurogenic locus notch homolog protein 1 OS=Homo sapiens OX=9606 GN=NOTCH1 PE=1 SV=4"	9.9841	0	10	"sp|P46531|NOTC1_HUMAN"	384554.568944189	509675.990896377	450986.175387072	732699.778369986	611028.076795954	640769.533212605	1141330.64839982	1219632.34792274	1150236.25454099	450986.175387072	640769.533212605	1150236.25454099	0.139607131071208	0.0958873411917178	0.0366272857351381	0.506722343769546	1.35077510153539	0	0.0333333333333333	0	0.00886940928669627	2.43529994336109e-05	0.043088391043935	0.000112191749114842	1.03522311659631e-05	4.46147768958926e-05
"sp|P46940|IQGA1_HUMAN"	"P46940"	"IQGAP1"	"Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1"	34.7789	0	32	"sp|P46940|IQGA1_HUMAN"	4971734.89346911	3983529.75262819	3702328.21793258	3253786.17623642	2946752.7370443	3323798.54026179	2594452.45267651	2485517.67403931	2535446.29548741	3983529.75262819	3253786.17623642	2535446.29548741	0.158018305411189	0.0631714480378307	0.0214815785980208	-0.291927903432853	-0.6518076340117	0	0.00952380952380952	0.00952380952380952	0.0354755553422313	0.00130223260877852	0.101706850591271	0.0020564808100805	0.00114666912537551	0.00176086201322032
"sp|P48059|LIMS1_HUMAN"	"P48059"	"LIMS1"	"LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens OX=9606 GN=LIMS1 PE=1 SV=4"	15.8958	0	15	"sp|P48059|LIMS1_HUMAN"	1921647.01394432	2332239.52369439	2083097.21279025	2640777.41669185	2695829.02388351	2713181.33041667	1630200.83468463	1535218.89373971	1552515.99793919	2083097.21279025	2695829.02388351	1552515.99793919	0.0979256577202078	0.0140882059569654	0.0321683152905108	0.371998832331101	-0.424122033008473	0	0.0208333333333333	0.0208333333333333	0.0266327881762736	0.00665570269688096	0.0859454227137718	0.00892772972192064	0.000136369651552104	0.00029867189257969
"sp|P48426|PI42A_HUMAN"	"P48426"	"PIP4K2A"	"Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=2"	4.9773	0	5	"sp|P48426|PI42A_HUMAN"	161285.931677445	215730.139332108	201690.489932679	260385.403853224	190434.333052346	164971.653481114	133986.152422844	116594.607717105	147292.196657093	201690.489932679	190434.333052346	133986.152422844	0.146530393147788	0.240691590984141	0.116072520124212	-0.0828494569975327	-0.590059155214284	0	0	0	0.737895149095701	0.0113256079126102	0.801604593727078	0.0146618334992705	0.0234522737819516	0.026819786805181
"sp|P48449|LSS_HUMAN"	"P48449"	"LSS"	"Lanosterol synthase OS=Homo sapiens OX=9606 GN=LSS PE=1 SV=1"	3.9962	0	4	"sp|P48449|LSS_HUMAN"	111533.070669956	256214.434763107	183756.261634315	163287.170973844	212922.037897963	150252.496025248	88198.4998483369	80047.3484397486	103683.134366994	183756.261634315	163287.170973844	88198.4998483369	0.393509808109654	0.188435911187159	0.132453802698179	-0.170381964965962	-1.0589673891409	0	0	0	0.993983823066274	0.01909102129525	0.997388689764585	0.023926458208681	0.0142883618100445	0.0169429580091966
